Index,Load_AESO_2030.dat,Load_AVA_2030.dat,Load_AZPS_2030.dat,Load_BANC_2030.dat,Load_BCHA_2030.dat,Load_BPAT_2030.dat,Load_CFE_2030.dat,Load_CHPD_2030.dat,Load_CIPB_2030.dat,Load_CIPV_2030.dat,Load_CISC_2030.dat,Load_CISD_2030.dat,Load_DOPD_2030.dat,Load_EPE_2030.dat,Load_GCPD_2030.dat,Load_IID_2030.dat,Load_IPFE_2030.dat,Load_IPMV_2030.dat,Load_IPTV_2030.dat,Load_LDWP_2030.dat,Load_NEVP_2030.dat,Load_NWMT_2030.dat,Load_PACW_2030.dat,Load_PAID_2030.dat,Load_PAUT_2030.dat,Load_PAWY_2030.dat,Load_PGE_2030.dat,Load_PNM_2030.dat,Load_PSCO_2030.dat,Load_PSEI_2030.dat,Load_SCL_2030.dat,Load_SPPC_2030.dat,Load_SRP_2030.dat,Load_TEPC_2030.dat,Load_TH_Malin_2030.dat,Load_TH_Mead_2030.dat,Load_TH_PV_2030.dat,Load_TIDC_2030.dat,Load_TPWR_2030.dat,Load_VEA_2030.dat,Load_WACM_2030.dat,Load_WALC_2030.dat,Load_WAUW_2030.dat
Year,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030
1,6775,1793.38515,2572.43842,1830.77881,7171,7308.67849,1172,324.65621,4031.826431,6017.500949,9998.92955,1925.197121,328.92476,764.06375,619.94687,272.27678,255.8856958,549.3830056,1130.288039,2621.73406,2491.380808,1654.77238,2751.20046,669.0955768,3816.470149,1068.735565,2785.77298,1472.07032,6348.37609,3389.81521,1256.86532,1188.635882,2724.45057,1500.0119,0,0,0,231.44973,720.98883,60.23699882,2797.04952,923.74756,149.1425
2,6726,1868.0354,2919.65012,2004.96828,6957,7768.28311,1124,329.37622,4302.659818,6421.719779,10670.59635,2054.520063,337.42148,825.08789,634.0317,304.5084,266.9445782,573.1262713,1179.136891,2851.88185,2690.21533,1689.96649,2807.68282,694.1770757,3959.533106,1108.797838,2903.38049,1577.63075,6536.65562,3623.70396,1320.34464,1283.49968,2990.66208,1557.41924,0,0,0,269.87269,763.22227,64.28335118,2829.0536,946.94449,148.78479
3,6670,1931.12656,3081.51259,2046.28018,6831,8017.83831,1093,321.64409,4472.092177,6674.597574,11090.7886,2135.424015,340.19515,884.07086,642.80086,322.25354,274.4311815,589.1999038,1212.206415,2935.25346,2776.503899,1703.40517,2863.85272,707.7836322,4037.143867,1130.531371,2975.77123,1665.23534,6698.75619,3733.15791,1362.34745,1324.667891,3084.18684,1545.58306,0,0,0,281.44243,781.85913,66.81473416,2863.52379,942.66062,148.29032
4,6617,1979.16283,3163.97272,2146.01144,6806,8235.06969,1078,316.91373,4670.776339,6971.133687,11583.52532,2230.295702,343.6089,926.51326,646.93151,338.4738,281.1088052,603.5366683,1241.702546,2998.11766,2823.424342,1703.04447,2913.70052,716.7416674,4088.239816,1144.839896,3045.08687,1671.74932,6481.06383,3828.55356,1394.70281,1347.053598,3167.24345,1527.36207,0,0,0,287.91402,795.77869,69.78315005,2815.86659,944.76943,146.25981
5,6677,1947.53401,3223.8212,2121.75657,6851,8184.53413,1082,315.87864,4728.064602,7056.636419,11725.60021,2257.650848,343.33279,904.0201,645.83678,339.23625,281.2067343,603.7469208,1242.135115,3052.66901,2803.528698,1666.76826,2872.72659,721.7829869,4116.995119,1152.892314,2983.85649,1651.80836,6261.18255,3769.47112,1411.99067,1337.561402,3094.26768,1504.4738,0,0,0,281.94785,788.60679,70.63905818,2769.55743,940.29787,143.79794
6,6813,1890.57093,3137.48852,2002.38754,6979,7936.45965,1113,320.09146,4524.700151,6753.114975,11221.25637,2160.544322,334.78586,891.78309,645.88192,325.63755,269.9363806,579.5496291,1192.35216,2974.50306,2751.408422,1610.35463,2768.15662,700.3680147,3994.84575,1118.686525,2901.75925,1603.89617,6028.69578,3671.20993,1386.26734,1312.694858,2967.9291,1452.01376,0,0,0,275.43232,762.29296,67.60071702,2726.50735,926.68444,141.51494
7,7082,1835.19969,2993.86223,1875.12509,7202,7622.71009,1167,314.47091,4313.677997,6438.16441,10697.92143,2059.781244,325.78712,866.32369,648.11653,303.46395,257.1459993,552.0888597,1135.855001,2841.36246,2639.794858,1553.72458,2650.8487,677.9322706,3866.873976,1082.850273,2772.82402,1553.05119,5786.81538,3525.56522,1326.96697,1259.444112,2871.31661,1387.08279,0,0,0,268.65309,730.84768,64.4479669,2682.7674,910.11206,138.63224
8,7419,1771.3178,2863.12097,1773.0248,7472,7307.59062,1234,303.13667,4113.68795,6139.679266,10201.94612,1964.285996,317.2151,831.13098,641.84156,294.29371,247.8242913,532.075283,1094.679526,2696.85587,2548.586166,1505.26698,2531.33272,655.6604002,3739.836926,1047.275774,2604.34111,1501.23859,5543.89001,3338.66812,1254.90674,1215.928514,2784.29007,1324.08406,0,0,0,257.391,698.98825,61.46004061,2650.29548,900.89291,135.80216
9,7704,1705.69841,2726.64632,1698.15327,7741,7077.28467,1292,297.28841,3912.136066,5838.863079,9702.097444,1868.044972,309.05724,797.19516,634.30257,287.47347,241.8903603,519.3352162,1068.468403,2544.61285,2464.183881,1464.27074,2412.45208,633.5223814,3613.563355,1011.915074,2443.51462,1452.0695,5330.63048,3159.51044,1193.54114,1175.660249,2720.81416,1274.79775,0,0,0,246.44754,669.89657,58.44877988,2626.22106,905.57425,133.67696
10,7841,1655.13392,2622.52003,1636.11484,7967,6920.78258,1322,292.99278,3719.432853,5551.253533,9224.193475,1776.029187,302.20464,775.02376,630.38635,282.78391,240.933779,517.2814497,1064.243031,2405.25788,2375.521314,1432.2508,2302.09119,611.9372809,3490.443588,977.4375413,2314.73628,1432.94652,5178.11053,3010.68996,1129.08253,1133.359406,2680.6522,1251.78814,0,0,0,242.12949,641.78471,55.56972161,2610.59964,922.29017,132.73009
11,7854,1639.05941,2661.98985,1514.28605,8183,6850.30276,1362,302.47421,3602.258489,5376.370795,8933.601054,1720.078429,301.91598,772.09774,635.46501,278.91946,246.6917219,529.6436724,1089.676786,2302.04532,2308.518748,1411.59809,2226.76748,608.518441,3470.942785,971.9766835,2253.2235,1446.87228,5094.98683,2933.47541,1084.966,1101.392532,2696.24145,1254.18712,0,0,0,237.78946,625.32973,53.81909268,2599.98184,930.54876,131.89895
12,7861,1640.47438,2702.50576,1487.4202,8296,6906.03591,1386,311.12757,3558.365114,5310.859933,8824.745482,1699.119342,308.0532,787.2306,642.53,275.54589,252.9676942,543.118097,1117.398759,2242.5585,2294.862908,1415.0196,2241.46352,615.6300774,3511.507017,983.3359855,2228.1205,1471.20245,5092.11594,2941.11686,1065.78743,1094.877342,2771.6702,1274.92844,0,0,0,238.34982,621.9256,53.16330919,2607.05509,941.08177,131.2151
13,7826,1687.57427,2816.82138,1521.60485,8328,7108.89331,1391,319.93619,3575.869184,5336.984757,8868.155577,1707.477535,315.90984,805.9129,650.73486,276.78878,259.9774254,558.1678919,1148.361863,2238.76684,2295.221517,1450.89388,2337.40959,624.6243905,3562.809893,997.7024566,2274.37276,1494.15601,5162.22716,3022.10315,1093.35299,1095.048433,2860.51495,1299.64627,0,0,0,239.88806,641.32005,53.42482656,2621.00335,955.25828,131.97259
14,7759,1751.46656,2949.00102,1572.18119,8312,7422.98535,1397,330.63903,3658.213008,5459.882915,9072.368261,1746.796712,324.73287,822.84562,657.91271,281.78124,269.0096031,577.5598509,1188.258436,2267.32592,2311.523894,1490.77711,2436.62608,634.1015694,3616.866999,1012.840202,2401.22654,1520.63091,5252.55558,3141.86816,1148.41623,1102.826286,2945.91695,1324.94284,0,0,0,240.71211,665.80555,54.65507418,2635.60183,970.89219,133.10884
15,7713,1825.89832,3086.25017,1623.32206,8300,7806.96291,1402,342.2838,3738.620641,5579.891307,9271.779191,1785.191356,335.5389,836.69143,665.55328,286.58569,278.4420137,597.8111043,1229.922902,2299.3074,2334.890876,1531.71151,2547.64314,644.6758297,3677.181773,1029.730297,2545.05622,1548.42257,5349.26374,3276.49971,1204.72056,1113.974654,3027.5319,1355.26138,0,0,0,240.48138,696.03867,55.85639437,2648.68576,990.05918,134.44498
16,7746,1887.35603,3267.83749,1681.22728,8387,8159.32175,1400,352.61401,3822.554163,5705.162088,9479.934324,1825.269613,346.58338,878.19871,673.91614,291.73482,284.5576096,610.9412032,1256.936467,2339.43961,2358.372615,1572.22338,2651.05701,658.7965258,3757.725147,1052.285057,2679.36768,1607.32773,5722.85291,3426.21823,1258.03853,1125.177775,3126.90936,1395.85724,0,0,0,242.57997,725.25157,57.11039265,2693.68653,1003.97071,135.5181
17,7907,1963.84782,3172.36157,1804.79001,8752,8591.08498,1431,362.00228,4051.235351,6046.468762,10047.06367,1934.46488,355.85823,886.39358,680.98113,305.40662,291.3615477,625.5491628,1286.990549,2526.0598,2351.157399,1652.75245,2801.75649,684.6411029,3905.140644,1093.566183,2826.35614,1618.65987,5925.94885,3570.00972,1312.51032,1121.735401,3173.79546,1381.78077,0,0,0,262.09361,752.3331,60.52697536,2756.1246,966.46479,139.6212
18,8093,2032.50525,2919.27795,1854.2776,8904,8811.50946,1495,378.66724,4012.025749,5987.94843,9949.823857,1915.742295,371.00674,889.91285,695.24653,312.85352,293.6706861,630.5068507,1297.190383,2574.10858,2337.393971,1697.68549,3060.14014,678.3563414,3869.292844,1083.527635,3028.57119,1593.18251,5839.70128,3783.57025,1409.34368,1115.168879,3048.31757,1329.98348,0,0,0,271.25711,797.4454,59.9411692,2740.44768,913.10414,141.72535
19,7939,2028.45801,2687.30726,1833.53092,8688,8609.57876,1515,368.38879,3981.085001,5941.769364,9873.090803,1900.968088,358.80761,896.30787,688.76842,319.18287,281.9035916,605.2430635,1245.213245,2595.21942,2340.815102,1689.73976,3017.17688,668.0497843,3810.505028,1067.065137,3053.50683,1551.89404,5781.84357,3799.25318,1413.87168,1116.801098,2991.39367,1305.24698,0,0,0,270.04849,778.59642,59.47890283,2717.32482,877.62974,140.7364
20,7750,2010.68761,2526.37018,1832.20023,8408,8277.71819,1511,352.96594,3948.834889,5893.636072,9793.110525,1885.56866,342.11538,903.10509,673.15999,323.50688,273.0658522,586.2685609,1206.175537,2613.57433,2340.836624,1670.20007,2954.04953,662.4705587,3778.681551,1058.15353,2998.40576,1510.07686,5752.37574,3742.45664,1398.94963,1116.811366,2965.18565,1307.77664,0,0,0,263.45605,751.69672,58.99707406,2691.26005,872.26387,138.54808
21,7701,1980.61942,2435.68214,1821.24219,8140,8024.73822,1490,343.76398,3933.204329,5870.307461,9754.346736,1878.105067,328.96241,903.80894,659.71846,329.878,265.5125434,570.0517126,1172.811364,2635.78394,2339.179843,1654.15403,2901.48333,660.3827276,3766.772721,1054.818671,2949.70596,1472.14015,5723.57888,3664.6951,1377.55069,1116.020917,2940.8066,1322.67455,0,0,0,264.22517,732.42348,58.76354763,2662.38026,859.78766,136.7385
22,7525,1953.38118,2429.68723,1812.46164,7824,7820.34975,1435,340.94853,3965.534535,5918.560294,9834.525647,1893.542741,320.07662,898.55015,650.385,339.21536,259.2649564,556.6382308,1145.214773,2684.58925,2328.192057,1642.9723,2858.50966,658.1122567,3753.822129,1051.192085,2920.11581,1443.66017,5709.68644,3586.89275,1365.1108,1110.778653,2882.27966,1333.84798,0,0,0,259.80823,723.02929,59.24657303,2628.21933,842.2768,135.64434
23,7307,1921.39862,2431.84982,1811.87695,7477,7670.19357,1351,342.2838,3983.602747,5945.5271,9879.334813,1902.170312,314.59203,891.35073,643.46673,343.60203,253.6574548,544.5990034,1120.445542,2771.66246,2328.643902,1634.75863,2822.88921,656.5873521,3745.124189,1048.756379,2930.86826,1425.89386,5711.03938,3532.29231,1347.92959,1110.994228,2852.12322,1350.79948,0,0,0,253.10591,721.00903,59.51651889,2598.36419,825.46151,135.29716
24,6990,1903.31609,2462.35746,1822.59304,7079,7669.20643,1242,344.97504,4087.580716,6100.714218,10137.20018,1951.819792,323.37742,887.77113,630.88293,340.45825,251.5356594,540.0435384,1111.073232,2855.12413,2351.43711,1638.77787,2787.73745,660.3439477,3766.551524,1054.756729,2961.69264,1435.42044,5792.67814,3518.83814,1326.34643,1121.86885,2830.43382,1381.04335,0,0,0,246.63433,727.51426,61.06998874,2530.55775,828.3211,134.75008
25,7121,1974.3873,2662.20108,1857.47328,6759,7464.63664,1006,328.44464,4400.637685,6567.951745,10913.58146,2101.304495,336.81905,908.02201,702.35666,291.36926,274.2324849,588.773305,1211.32874,2958.11153,2481.519054,1710.18635,2835.96046,719.7139193,4105.193315,1149.587426,2912.76273,1597.69143,6494.62629,3487.64372,1344.10939,1183.930846,2741.78272,1401.61665,0,0,0,263.22531,720.31204,65.74717725,2811.38633,912.70667,141.77796
26,6989,2051.82588,2939.79743,2057.20798,6622,7958.17674,979,351.08207,4717.580965,7040.989591,11699.60079,2252.644911,348.51616,960.23793,717.29922,321.75221,283.5116145,608.6954662,1252.316139,3062.65703,2688.630277,1753.06854,2922.18902,729.7027359,4162.168763,1165.542402,3100.29253,1693.82504,6634.65073,3712.54396,1429.92816,1282.743453,3034.09467,1480.34405,0,0,0,300.01115,765.50516,70.48242872,2835.88895,950.58798,141.63067
27,6850,2109.46523,3081.04989,2090.38453,6545,8280.75013,956,352.76927,4833.071609,7213.359376,11986.01759,2307.791693,350.75016,1014.77656,726.98254,330.84934,287.427356,617.1025084,1269.612596,3079.15663,2756.636947,1759.00465,3010.8756,733.480597,4183.717395,1171.576718,3198.88452,1777.34966,6790.05257,3810.16837,1449.48487,1315.189383,3094.49361,1487.26094,0,0,0,305.10931,779.30351,72.20790224,2857.73514,943.78679,140.57859
28,6702,2148.6163,3200.40486,2123.99456,6500,8495.73525,927,349.80891,4972.863884,7421.999347,12332.70243,2374.542505,353.12221,1045.41433,730.76332,339.63313,291.5375358,625.9270069,1287.767917,3110.83189,2823.273729,1757.02595,3078.82525,737.034539,4203.988809,1177.253372,3269.016,1815.50584,6730.17094,3872.62252,1454.73037,1346.981741,3177.92677,1486.09412,0,0,0,311.99841,785.03093,74.29645125,2821.16359,933.61813,138.15881
29,6659,2119.60934,3247.7103,2153.21935,6526,8418.10369,904,343.3603,5077.978843,7578.883422,12593.38753,2424.734897,350.85057,1018.94941,727.68227,350.25516,288.9161612,620.2989524,1276.188886,3141.53448,2815.742928,1713.76244,3048.31873,734.331242,4188.569408,1172.93544,3304.17065,1774.26724,6459.0317,3845.45292,1453.03358,1343.388802,3236.50751,1428.8548,0,0,0,314.52552,779.36412,75.86690815,2762.25422,921.61667,135.22351
30,6700,2033.03586,3108.3589,2084.35609,6690,8198.91818,892,335.06922,4929.379686,7357.099181,12224.86162,2353.7788,341.2996,974.83787,720.08684,342.04581,274.1161056,588.5234403,1210.814674,3035.13368,2787.527553,1645.85791,2921.87656,707.1443987,4033.497728,1129.510334,3129.43291,1692.21899,6139.73637,3666.51566,1388.82707,1329.927267,3062.02407,1360.50739,0,0,0,301.63729,743.6965,73.64678103,2700.60911,912.47481,131.98311
31,6829,1944.61043,2931.69022,1946.34731,6958,7816.653,873,324.86322,4622.162631,6898.577726,11462.96332,2207.082656,331.05835,916.1465,711.71269,312.07019,259.8908499,557.9820154,1147.979445,2845.61345,2660.795018,1584.38416,2793.42423,677.5182067,3864.512188,1082.188896,2923.70345,1608.51481,5817.49316,3465.41331,1306.67337,1269.463272,2896.90063,1291.03983,0,0,0,290.75975,705.48337,69.05684301,2646.61612,911.67987,128.75324
32,6847,1858.35948,2752.48678,1810.69747,7322,7389.5938,841,315.05056,4327.001496,6458.049733,10730.96371,2066.143214,320.67905,861.09506,703.7674,280.49657,245.9139659,527.9738412,1086.241313,2647.12291,2535.389341,1524.18832,2655.97304,648.9278002,3701.434689,1036.521901,2714.0098,1530.357,5534.78238,3256.84094,1224.32575,1209.632319,2729.46409,1230.07603,0,0,0,280.46455,667.33084,64.64702498,2607.37228,914.39593,125.48128
33,6863,1775.67717,2617.98362,1678.7776,7746,6998.38393,863,306.28335,4036.914156,6025.094377,10011.54711,1927.626509,312.18233,813.50447,696.58956,254.43763,236.8860464,508.5910245,1046.363549,2448.03795,2416.818763,1477.6682,2518.21982,626.7935339,3575.182522,1001.167194,2514.35735,1475.58168,5378.36858,3039.90054,1141.72603,1153.062387,2602.26483,1185.05561,0,0,0,266.49956,629.46115,60.31301133,2588.9517,917.31072,122.69327
34,6871,1704.65799,2542.34319,1567.22134,8069,6726.84974,892,306.93545,3798.875873,5669.822241,9421.212166,1813.96323,309.2706,803.44941,696.82656,241.1836,237.1216434,509.096848,1047.404219,2282.5286,2302.680589,1442.03095,2388.87176,619.940843,3536.095295,990.2215018,2342.43325,1446.22387,5316.71603,2838.48796,1064.97297,1098.607151,2504.56572,1191.05771,0,0,0,255.4682,595.28852,56.75663013,2578.24667,921.29649,120.49443
35,7010,1667.4213,2587.85821,1502.62234,8313,6618.31463,920,315.92004,3656.804395,5457.780559,9068.874899,1746.124098,313.44993,818.15996,700.90078,238.12337,243.1875655,522.1202978,1074.198367,2191.6277,2257.703807,1425.71696,2338.89899,629.8621079,3592.685434,1006.068578,2257.72111,1477.28749,5314.9011,2738.96135,1004.33456,1077.148763,2564.43749,1203.30461,0,0,0,250.34807,585.14684,54.63402896,2578.15151,926.93838,118.66381
36,7096,1687.55346,2699.39766,1532.09916,8483,6718.55977,933,324.01445,3593.909536,5363.909983,8912.89565,1716.091804,323.27701,837.66677,711.73526,242.16538,252.8555731,542.8773747,1116.903502,2171.93986,2283.021625,1452.62525,2440.96927,642.9845481,3667.534832,1027.02884,2239.07168,1517.08962,5459.55636,2772.73558,1012.33371,1089.227875,2676.45633,1234.62195,0,0,0,254.28156,606.86459,53.69435619,2597.42849,935.35155,117.04362
37,7164,1750.03078,2821.96131,1594.59123,8537,7082.51248,938,334.69659,3653.483967,5452.824821,9060.640238,1744.538594,333.94498,856.48984,724.73664,248.66184,263.332559,565.3713167,1163.182024,2213.99042,2326.571143,1492.00349,2553.30908,656.6098693,3745.252625,1048.792346,2363.57206,1557.61996,5620.72197,2944.26814,1077.41286,1110.005317,2790.91738,1273.30423,0,0,0,259.34676,636.86539,54.58442052,2619.25089,947.20947,116.95945
38,7174,1824.70184,2961.88604,1661.20643,8542,7488.18699,940,349.50873,3739.014148,5580.478616,9272.755087,1785.379256,346.04371,878.39981,738.17817,256.9443,273.8819272,588.0206624,1209.78027,2272.65766,2378.031579,1533.24707,2677.42863,671.05331,3827.63691,1071.86262,2528.48824,1598.37973,5782.00857,3135.2717,1156.06633,1134.557051,2933.94259,1318.50201,0,0,0,263.78567,668.86624,55.8622735,2643.11121,960.29293,117.87476
39,7196,1904.21086,3106.40754,1733.69885,8520,7883.64762,943,361.86772,3813.621915,5691.830709,9457.78235,1821.004465,361.20477,903.53746,752.39843,264.40165,284.4781307,610.7705631,1256.585396,2337.66536,2434.706194,1573.63527,2804.34991,685.0826869,3907.659406,1094.271518,2699.12582,1642.69078,5893.50014,3320.50336,1233.37206,1161.596466,3077.02159,1356.91359,0,0,0,269.74084,698.46298,56.97694152,2653.19773,974.41423,118.91631
40,7280,1973.44051,3266.81152,1815.55651,8591,8288.6271,948,377.31127,3882.913863,5795.24894,9629.626379,1854.091369,376.8302,972.97769,764.30508,269.9581,295.6207503,634.6936112,1305.804129,2402.40287,2490.706622,1612.0963,2927.1988,696.4813212,3972.676347,1112.478372,2862.99605,1726.57451,6228.46985,3513.43361,1314.17802,1188.314228,3180.76705,1395.5212,0,0,0,279.48667,728.50418,58.0121892,2711.85336,988.27056,119.81058
41,7545,2070.01245,3197.62869,1979.85652,8910,8689.49686,988,389.54604,4318.509768,6445.375828,10709.90422,2062.088414,387.74918,984.70188,772.64537,274.01056,303.3159852,651.2151729,1339.795212,2646.01513,2556.174342,1665.53157,3080.61669,720.6708945,4110.651828,1151.115987,3038.30906,1692.77762,6321.65815,3658.56398,1387.40176,1219.548828,3155.21531,1394.06501,0,0,0,301.57136,753.49474,64.52015537,2753.98359,965.04051,125.24982
42,7862,2140.36576,3030.13342,2013.39599,9054,8934.70058,1117,388.86288,4447.052286,6637.225538,11028.68967,2123.467467,389.31799,978.39736,779.29278,279.75501,296.9293091,637.5030687,1311.584242,2776.61594,2553.728623,1634.8823,3308.18135,714.172222,4073.583896,1140.735762,3257.32219,1628.11661,6176.11193,3789.68504,1483.02312,1218.381977,3022.64748,1347.98979,0,0,0,314.60243,783.37432,66.4406288,2724.89763,925.51411,123.17723
43,7695,2095.34671,2864.00612,1983.72763,8831,8603.85737,1156,372.50845,4416.468482,6591.579209,10952.84183,2108.8637,370.73063,967.9401,771.37006,281.37391,281.3756258,604.1095285,1242.881136,2837.79595,2540.861722,1595.9369,3215.12033,709.0470893,4044.35053,1132.549471,3241.73742,1566.68766,6058.83458,3713.442,1473.37566,1212.243188,2914.14671,1312.22921,0,0,0,313.28394,775.04077,65.98369529,2689.91994,895.42767,119.84214
44,7559,2028.70771,2715.22985,1948.44415,8579,8218.24801,1167,351.26839,4431.977161,6614.725913,10991.30336,2116.269095,348.91778,953.58148,760.12929,282.29302,268.573891,576.6243831,1186.333826,2904.55088,2523.856466,1566.82318,3113.97701,704.1045952,4016.15892,1124.654905,3209.45916,1519.38398,5971.76204,3627.13281,1456.83439,1204.129994,2854.18888,1285.8685,0,0,0,312.55877,758.17164,66.21540078,2660.2234,871.64558,116.3282
45,7453,1973.47172,2668.75927,1910.03557,8293,7937.74897,1160,340.76222,4431.287653,6613.696823,10989.59338,2115.939854,333.2296,941.13332,740.99965,295.51571,261.3143695,561.0382921,1154.267358,2982.21248,2516.64125,1541.39891,3028.41503,700.3092209,3994.510395,1118.592615,3171.33399,1484.89877,5900.06688,3537.99891,1440.62278,1200.68762,2822.74141,1276.52464,0,0,0,312.56976,743.75711,66.20509927,2631.17709,861.65357,114.12936
46,7251,1929.14976,2700.25264,1872.39314,7987,7741.30798,1124,337.69835,4423.022279,6601.360751,10969.09525,2111.993138,326.01303,934.135,725.36865,301.44817,258.04723,554.0237893,1139.835881,3039.01541,2517.674045,1525.12614,2953.97662,697.6159308,3979.148073,1114.290666,3131.05415,1453.6955,5859.08251,3468.03393,1432.25518,1201.180365,2805.07574,1280.30513,0,0,0,311.16337,736.87814,66.08161148,2616.42794,856.19937,112.88791
47,6903,1901.49536,2713.16784,1849.68067,7603,7699.84808,1074,343.12222,4424.270704,6603.224026,10972.19135,2112.589261,329.8284,932.68707,715.85462,300.80061,260.4032038,559.0820321,1150.242594,3099.21373,2523.713023,1521.85922,2934.69784,697.4420489,3978.156264,1114.012927,3133.20882,1443.22125,5841.6372,3430.81453,1427.09694,1204.061557,2795.25311,1309.56887,0,0,0,308.46047,735.71649,66.10026342,2603.57397,859.99743,113.3403
48,6629,1921.90843,2706.98182,1848.37014,7243,7816.099,1007,355.50191,4476.915242,6681.795998,11102.7498,2137.727028,338.43807,938.74021,711.37411,310.94219,265.6544695,570.3564261,1173.438274,3176.78526,2562.772748,1540.01794,2968.87055,704.1721468,4016.544229,1124.762804,3165.54984,1482.05576,5940.76527,3450.69372,1436.30809,1222.696922,2828.35741,1362.00091,0,0,0,305.87843,743.03992,66.88679255,2583.59918,865.65037,114.22405
49,6484,1946.23349,2690.4053,1903.54341,6934,8064.05261,962,364.4658,4500.29579,6716.691466,11160.73356,2148.89124,345.60444,881.90903,718.39396,307.00462,275.7979293,592.1342922,1218.243558,2994.81233,2552.365912,1597.3797,2968.37062,729.4550478,4160.755969,1165.146773,3197.31558,1568.34359,6270.41119,3611.71113,1419.86377,1217.731828,2767.60343,1405.60249,0,0,0,283.24437,760.86868,67.23610671,2751.85844,952.78512,121.05203
50,6369,1994.57147,2957.85256,2051.37109,6798,8424.90288,928,379.55742,4690.517825,7000.597853,11632.48421,2239.722261,353.24772,928.6751,732.50136,326.31644,286.679405,615.4966682,1266.308777,3062.21572,2711.581274,1642.62191,3040.95509,739.2899976,4216.853772,1180.85598,3304.92374,1670.67197,6416.58439,3773.0306,1475.74147,1293.693356,3045.53109,1490.19198,0,0,0,303.94464,787.59666,70.07809525,2771.33367,975.03252,121.39922
51,6379,2038.35242,3091.86285,2094.12457,6733,8664.75791,910,378.01513,4768.311949,7116.705584,11825.41363,2276.868956,358.4813,984.75216,741.93638,331.62223,291.1798827,625.1591308,1286.188106,3032.73799,2773.39117,1667.18049,3091.30282,743.3080419,4239.772391,1187.273937,3368.15189,1768.53135,6586.70364,3844.13853,1488.67586,1323.18281,3098.9154,1494.64455,0,0,0,304.49401,792.36446,71.24036863,2794.88473,954.92705,120.41026
52,6405,2070.49104,3204.84068,2123.63164,6699,8831.14147,902,370.33476,4888.418456,7295.964546,12123.27777,2334.219813,360.52704,1037.84287,739.95006,338.91247,295.3014175,634.0080081,1304.393584,3037.88061,2841.58432,1663.54256,3123.59036,745.1019002,4250.004422,1190.139238,3404.32112,1820.09456,6573.60315,3880.99055,1488.03593,1355.71771,3165.60814,1495.36331,0,0,0,310.64696,789.82904,73.03480489,2776.51966,945.76311,119.38975
53,6484,2052.64781,3266.24824,2145.68885,6753,8724.23817,924,361.87807,5018.009165,7489.378679,12444.66273,2396.099376,350.77526,1017.68248,728.81086,345.25226,293.5315984,630.2082313,1296.57601,3061.81043,2856.043443,1624.94756,3074.12793,740.580976,4224.217415,1182.918039,3395.71288,1784.32252,6290.60638,3849.73899,1486.63001,1362.616147,3235.42088,1456.60635,0,0,0,312.50383,788.13203,74.97093868,2715.501,934.15913,117.38028
54,6654,1959.96705,3105.47209,2080.89831,6876,8402.96418,974,346.84855,4908.332318,7325.685985,12172.66415,2343.728682,338.77694,983.17352,714.69217,333.72157,278.6038086,598.1584757,1230.637576,3019.25552,2804.554323,1551.71496,2934.92697,713.1264296,4067.618775,1139.065335,3204.88832,1703.94017,5959.69552,3614.31542,1418.38999,1338.050727,3041.92695,1395.88525,0,0,0,304.95548,745.62585,73.33232546,2655.10085,919.81701,114.4029
55,6994,1866.74527,2943.36822,1944.48232,7123,7972.07729,1068,341.7145,4605.805997,6874.16545,11422.39887,2199.272363,326.85392,929.71077,700.61863,308.29974,264.0748318,566.9649661,1166.460762,2828.50142,2685.560578,1478.04951,2789.22685,683.4589569,3898.397773,1091.67796,2983.6473,1622.66003,5634.32843,3419.98098,1345.38926,1281.278902,2866.4322,1328.43395,0,0,0,292.85835,711.67545,68.81246877,2595.43022,912.26503,111.63594
56,7342,1767.6035,2792.98258,1801.30199,7457,7575.972,1158,349.44663,4303.129935,6422.421428,10671.76224,2054.744544,314.16531,878.46014,686.31937,279.42079,250.648622,538.1390816,1107.155046,2635.10846,2562.614966,1404.93027,2640.41253,654.151757,3731.23174,1044.866043,2759.23702,1546.27785,5301.36064,3236.65152,1295.75574,1222.621644,2708.91511,1266.33134,0,0,0,276.87167,684.87676,64.2903749,2535.45034,915.38961,108.87949
57,7558,1664.52893,2645.81567,1674.54359,7845,7058.1563,1242,328.95183,4008.614778,5982.857557,9941.36465,1914.113557,303.30909,832.87051,674.42401,250.45829,239.7061176,514.6456779,1058.820254,2447.08328,2439.117089,1343.12674,2492.93138,635.6414863,3625.650568,1015.299886,2537.64038,1486.75421,5054.95942,2974.95639,1189.15857,1163.700901,2576.12136,1224.69935,0,0,0,267.10387,631.90566,59.89020802,2496.09549,921.24128,105.82847
